property_id,price,beds,baths,size(sqft),cluster,latitude,longitude,dist_P (mi.),dist_S (mi.),dist_F (mi.),crime_rate(%),POPDEN2010 (per sq. mi.),features
M6574976158,559500,4,3,2301,0,39.692274,-74.28208,1.730114532636204,2.4718074392501728,4.0700844730653625,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, single_story"
M6840727082,1850000,5,4,8190,1,39.678436,-74.270982,1.4556651589643392,1.8276988755953416,3.547871406859369,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6963525396,189000,3,1,1294,1,39.664385,-74.281671,2.5505280875385434,0.7092253757947123,2.428235754681244,1.625023553796872,485,"basement, two_or_more_stories"
M9697347307,189000,3,1,1294,1,39.664384,-74.281671,2.550579343230361,0.7091766986618875,2.4281837990649664,1.625023553796872,485,"basement, two_or_more_stories"
M5001666334,4299999,4,5,4222,1,40.047531,-74.049687,0.7415676506258438,1.5238557339129757,0.7205137290890206,5.8108108108108105,465,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5025842268,444500,2,2,810,1,40.007706,-74.060453,2.068654518593271,2.7465706595135373,0.5839978756677118,5.8108108108108105,465,"basement, two_or_more_stories"
M5034153829,2395000,4,4,3150,1,40.023977,-74.061484,1.0278195967948345,3.039995011969433,0.6092309288075101,5.8108108108108105,465,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5064078381,2199000,6,6,4228,1,40.023415,-74.061067,1.051314099395645,3.0794109486362844,0.5647808114623175,5.8108108108108105,465,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5263490699,2350000,5,4,3248,1,40.040188,-74.051739,0.2231111539957758,2.014600789143586,0.2065569666516354,5.8108108108108105,465,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5442903284,2250000,4,4,3000,1,40.004262,-74.05956,2.2923973389829704,2.525080402050675,0.8051676269515946,5.8108108108108105,465,"basement, two_or_more_stories"
M5495064600,9250000,7,8,7700,1,40.038775,-74.049089,0.215092321422536,2.128616882900483,0.1743081824341346,5.8108108108108105,465,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5499224749,1799900,5,4,2240,1,40.014479,-74.059282,1.5989412027612042,3.2174520906115345,0.1413073361431741,5.8108108108108105,465,"basement, two_or_more_stories"
M5501722913,3200000,4,5,2777,1,40.003549,-74.058679,2.3332259243548457,2.489232040383849,0.8481897088391636,5.8108108108108105,465,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5696195373,1450000,4,4,3410,1,40.01134,-74.057879,1.7955141783998412,3.021468361292854,0.3088867079575491,5.8108108108108105,465,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5698666817,1975000,5,5,4238,1,40.04086,-74.050509,0.2848730623147461,1.983995077435856,0.2594481576959822,5.8108108108108105,465,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5777410274,1950000,4,3,3500,1,40.0421,-74.050072,0.3734719248213436,1.8983643774621544,0.3482082352444023,5.8108108108108105,465,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5870299931,4299000,5,5,4260,1,40.013435,-74.056076,1.6379973640786314,3.1851927117743597,0.1758156191403626,5.8108108108108105,465,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5875350060,1725300,4,3,3759,1,40.020767,-74.05582,1.1354083036951752,3.2832651300435005,0.3525605587097455,5.8108108108108105,465,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5917024422,2699000,4,4,3525,1,40.04146,-74.050097,0.3315706215210551,1.94252041196809,0.3051173395729237,5.8108108108108105,465,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6250008181,1350000,6,5,3264,1,40.007986,-74.059458,2.03870428504312,2.7767072727411084,0.5514462054633009,5.8108108108108105,465,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6417221201,3850000,6,7,4302,1,40.013902,-74.064068,1.71724468714644,3.1388831079796216,0.3920555323712206,5.8108108108108105,465,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6479672622,1279000,4,3,2240,1,40.053053,-74.047397,1.1406310735105911,1.1526733252522705,1.117671134077568,5.8108108108108105,465,"garage_1_or_more, two_or_more_stories"
M6595409267,2950000,6,6,4543,1,40.021471,-74.061972,1.1933740786916238,3.212332933972486,0.4676146191135617,5.8108108108108105,465,"garage_1_or_more, two_or_more_stories"
M6731800872,9950000,8,9,7200,1,40.032632,-74.050874,0.3106293799027615,2.528376077801504,0.3173482122049582,5.8108108108108105,465,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6949318449,2400000,6,6,5505,1,40.01215,-74.058987,1.752026314071549,3.063036710767217,0.2677629887700989,5.8108108108108105,465,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9306245609,2200000,5,4,3500,1,40.007356,-74.059105,2.0778634601658545,2.738556196720795,0.5904552842518023,5.8108108108108105,465,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9326014820,870000,5,5,3192,1,40.003732,-74.061734,2.3515022704263937,2.4639852531532216,0.8667472019267891,5.8108108108108105,465,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9335890765,996399,5,5,3834,1,40.002768,-74.060894,2.407109295387318,2.4082286460059463,0.9199262662532932,5.8108108108108105,465,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9358667981,905000,5,5,3222,1,40.00311,-74.061464,2.390275901202194,2.4248113906235145,0.9042120207479436,5.8108108108108105,465,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9439392357,905000,5,5,3222,1,40.003078,-74.060325,2.3802285816687303,2.435956722417546,0.8927688239658179,5.8108108108108105,465,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9464295021,1900000,5,4,3500,1,40.007362,-74.059124,2.0776414592817827,2.7387258175774427,0.590221587162627,5.8108108108108105,465,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9777145918,1550000,5,4,3500,1,40.00723,-74.058743,2.0829977836886964,2.734625574443449,0.5960898728003605,5.8108108108108105,465,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9784671412,1700000,5,4,3500,1,40.007369,-74.059143,2.077352155134484,2.738963118718531,0.5899219268412164,5.8108108108108105,465,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9820632424,1400000,5,4,3500,1,40.007382,-74.059181,2.0768431844019526,2.739371845444585,0.5893967557109405,5.8108108108108105,465,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9841771951,918651,5,5,3192,1,40.002779,-74.060985,2.407336807656052,2.407902376316197,0.920259263539167,5.8108108108108105,465,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9886104467,4500000,6,5,4430,1,40.006954,-74.057772,2.0935728381752914,2.72903633874551,0.6104321649409573,5.8108108108108105,465,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9931028612,870000,5,5,3192,1,40.003915,-74.061097,2.3317835535020577,2.483269639310239,0.8454293723226984,5.8108108108108105,465,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5002680555,399000,4,3,1920,1,40.139097,-74.275922,4.7159032819695454,0.8336620745728506,0.7302195978579299,1.6337319527490155,545,"garage_1_or_more, two_or_more_stories"
M5006222745,540000,3,4,2846,1,40.126576,-74.285632,3.908354638560349,0.7154944225357983,1.0506924603963594,1.6337319527490155,545,"basement, two_or_more_stories"
M5006560401,379900,2,2,1783,0,40.093972,-74.282337,4.071088617471121,1.1100018216783674,1.2757160389522155,1.6337319527490155,545,"garage_1_or_more, garage_2_or_more, single_story"
M5019625186,399900,3,2,1830,1,40.109795,-74.279685,4.062424195835942,0.5660258313518114,0.5701430767312232,1.6337319527490155,545,"garage_1_or_more, two_or_more_stories"
M5052135210,629900,4,3,3056,1,40.121689,-74.366049,1.036699806652727,1.231391878547488,1.6665875554175429,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5053362236,599000,4,3,2246,1,40.148221,-74.274939,5.061938832319864,0.4328519334937241,0.3261415107201258,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5075697467,439900,4,3,2520,1,40.108205,-74.389598,1.9428978360798752,2.258625359205168,0.3270610501176358,1.6337319527490155,545,"basement, garage_1_or_more, two_or_more_stories"
M5077241298,630000,4,3,3018,1,40.127437,-74.410856,3.324356130923114,1.867495890342816,2.082204814876249,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5080268247,689000,4,3,3102,1,40.148004,-74.279291,4.852548189414229,0.670738416198937,0.5637818745601433,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5092815497,415900,4,2,1804,1,40.11823,-74.295024,3.27425689311348,0.504638326181188,0.5310719922183379,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5099695359,520000,4,3,2630,1,40.143261,-74.331931,2.5930896876328946,2.423155460714673,1.2438299251216782,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5105722812,369000,4,2,1482,1,40.119411,-74.248416,5.805950717760092,0.1909325960237892,2.277607337866741,1.6337319527490155,545,"garage_1_or_more, two_or_more_stories"
M5150366524,439000,4,3,1923,1,40.081119,-74.297203,3.691005796292253,1.80491460175884,1.5719074389025087,1.6337319527490155,545,"basement, garage_1_or_more, two_or_more_stories"
M5190113357,539900,3,3,3169,0,40.162187,-74.308654,4.371515168644779,2.447975523906935,1.378590287869133,1.6337319527490155,545,"garage_1_or_more, garage_2_or_more, single_story"
M5190726426,499000,4,3,2213,0,40.143864,-74.254036,5.941017432521341,0.6935569268682575,0.8668731713317154,1.6337319527490155,545,"garage_1_or_more, single_story"
M5203235708,549000,4,3,2376,0,40.130654,-74.262639,5.192116111251928,0.9203560841692976,1.254769139260084,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, single_story"
M5216141799,339000,4,2,1892,1,40.142668,-74.256061,5.807004961801434,0.6496487475085769,0.799304646034372,1.6337319527490155,545,"garage_1_or_more, two_or_more_stories"
M5220087954,384944,3,3,2200,1,40.135051,-74.299525,3.4435617087267083,1.4911216272397494,0.7228747562258321,1.6337319527490155,545,"basement, garage_1_or_more, two_or_more_stories"
M5233879501,499800,3,3,2814,1,40.102994,-74.283541,3.882248953961,0.9231679023300264,0.6932513731374571,1.6337319527490155,545,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5249392650,339900,4,2,1610,1,40.115436,-74.245943,5.916519487983478,0.4966241735671485,2.4105103556595706,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5275469180,409000,3,2,1698,1,40.142972,-74.253141,5.962240701863073,0.7668263324380444,0.9346685976191932,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5276708402,456900,4,3,2585,1,40.155674,-74.40733,4.286475680317084,0.4181540744813529,0.9567156565748522,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5288102334,399900,4,2,1468,1,40.145488,-74.266989,5.348343280056151,0.2380514171915314,0.2122430013350342,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5296150891,695000,5,3,3527,1,40.131515,-74.39035,2.4738060126350505,1.5886681337771582,1.7424526126468511,1.6337319527490155,545,"basement, two_or_more_stories"
M5339143377,749000,4,3,3464,1,40.12738,-74.382799,1.9728680269481795,1.930532711701084,1.628181739428682,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5339752931,699999,5,5,3000,1,40.139702,-74.279155,4.575304597322015,0.9175890559121268,0.8050606120332143,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5343703121,384000,4,2,1604,1,40.146167,-74.263531,5.537843422189673,0.1994690355849009,0.3264105566849098,1.6337319527490155,545,"garage_1_or_more, two_or_more_stories"
M5357911074,365000,4,2,1468,1,40.123578,-74.246933,5.924968533954824,0.1987167398047883,2.078141374142952,1.6337319527490155,545,"basement, garage_1_or_more, two_or_more_stories"
M5361413890,449900,3,3,1800,1,40.101949,-74.402821,2.718491227520279,3.0341342321174944,0.8843324269011026,1.6337319527490155,545,"basement, garage_1_or_more, two_or_more_stories"
M5364074293,579000,4,3,3000,1,40.137254,-74.386389,2.577112777999998,1.2222929282389112,1.3595475786924496,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5387489716,575000,4,4,3200,1,40.168437,-74.406903,4.956071895597462,1.111207404741626,1.230580820934978,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5393672714,650000,4,3,3300,1,40.095881,-74.309706,2.612272919943148,1.9037009072084432,1.5396258967724936,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5400169583,410000,2,2,2548,0,40.138571,-74.312444,3.00845513141014,2.107699478772641,0.3077361460026195,1.6337319527490155,545,"garage_1_or_more, garage_2_or_more, single_story"
M5401213916,349900,3,1,1161,0,40.09868,-74.389624,2.0921186564455425,2.3999889484420325,0.3974562756457767,1.6337319527490155,545,"basement, garage_1_or_more, single_story"
M5404768702,439500,2,1,733,0,40.142116,-74.342831,2.29829932113506,2.1930883756394763,1.8368737149011505,1.6337319527490155,545,single_story
M5415961783,499900,4,3,3280,1,40.159902,-74.278085,5.391347622103937,0.9667050217625572,0.9523426121085824,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5417638750,439000,4,3,1840,1,40.141111,-74.272318,4.953284752768548,0.6115154695110973,0.5181217720411113,1.6337319527490155,545,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5421477143,385000,3,2,1720,1,40.140571,-74.272632,4.921764050093139,0.6524678743670821,0.5590430002274958,1.6337319527490155,545,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5422741372,389000,2,2,2264,0,40.136892,-74.313951,2.870603650902789,2.0836300149165985,0.4498338851604336,1.6337319527490155,545,"garage_1_or_more, garage_2_or_more, single_story"
M5426815619,429000,3,1,1872,0,40.0957,-74.422732,3.8760363123625656,4.151024838675014,2.042029983406069,1.6337319527490155,545,"basement, garage_1_or_more, single_story"
M5437613296,599900,4,3,2976,1,40.140434,-74.28248,4.437373472310388,1.0260718463742238,0.9092997504068342,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5442965833,450000,3,2,2012,0,40.159524,-74.323877,3.7931775078805097,3.186878860625669,1.4387747222606224,1.6337319527490155,545,"garage_1_or_more, garage_2_or_more, single_story"
M5463723423,425000,3,3,2400,1,40.135715,-74.329249,2.23215929203988,2.0204676113091797,1.1834735361184403,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5471199356,329900,3,2,1481,0,40.107406,-74.374976,1.1546732739893395,1.470992377423514,0.688737076749416,1.6337319527490155,545,"basement, single_story"
M5473910324,499000,4,3,2590,1,40.15744,-74.28873,4.841498136172032,1.320488663058364,1.2555991415673766,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5516752859,625000,4,3,2688,1,40.134356,-74.34085,1.828105803203499,1.6872651825505067,1.8116919769786453,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5519831595,349000,3,2,1496,0,40.13723,-74.258109,5.566606027757396,0.8835012103659834,0.9579864604782756,1.6337319527490155,545,"garage_1_or_more, single_story"
M5523721590,425000,4,3,2542,1,40.117298,-74.306165,2.664334672861706,1.0959458939164417,0.9709323285393648,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5552416366,239000,4,2,1528,1,40.159905,-74.408216,4.53673571596641,0.6319199897839004,1.02527884263811,1.6337319527490155,545,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5560034882,689900,4,3,2901,1,40.106083,-74.328518,1.422302025547601,0.8734518035733638,2.14726642354302,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5570540913,630000,4,3,3520,1,40.168917,-74.405877,4.950837472552104,1.1263067964782472,1.2114729501475134,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5581757961,375000,3,2,1636,1,40.143473,-74.301515,3.683413952546864,1.9184858339284223,0.4279319309251551,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5583922351,650000,4,3,3253,1,40.1457,-74.385385,2.996828050813558,0.6909602484989834,0.8016622111661742,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5593543566,644900,4,3,3000,1,40.120833,-74.333732,1.3386134365555125,1.0639280561171274,1.9929385411418483,1.6337319527490155,545,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
